(421872) PROCEDURE_TASK; INFO: Procedure task started
(421945) GPIO_WRAPPER; WARN: GPIO wrapper already initialized
(421945) SENSOR_CONTROLLER; WARN: Failed to initialize GPIO wrapper, probably already initialized
(422045) SENSOR_CONTROLLER; INFO: Sensor controller initialized
(422730) CLI; ERROR: Terminal doesn't support escape sequences
(426296) PROCEDURE_TASK; INFO: Procedure task received notification
(426296) PROCEDURE_TASK; INFO: Procedure loaded successfully
(426296) PROCEDURE_TASK; INFO: Setting motors in starting point before starting procedure
(428398) PROCEDURE_TASK; INFO: Motors set in starting point, starting procedure
(428566) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 80000
(429560) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(429860) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(429900) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 11666
(429950) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 23333
(430000) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 35000
(430050) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 46666
(430100) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 58333
(430140) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 70000
(430540) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 70000
(430570) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 58333
(430600) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 46666
(430630) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 35000
(430660) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 23333
(430690) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 11666
(430720) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(430721) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(430750) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -11666
(430780) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -23333
(430810) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -35000
(430840) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -46666
(430870) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -58333
(430900) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -70000
(431300) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -70000
(431330) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -58333
(431361) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -46666
(431390) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -35000
(431420) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -23333
(431450) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -11666
(431563) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(431564) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(431590) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 10000
(431728) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 19999
(431750) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 30000
(431780) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 40000
(431810) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 49999
(431840) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 60000
(432178) PROCEDURE_EXEC_HELPER; INFO: Opening valve
(432337) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 60000
(432370) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 50000
(432420) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 40000
(432470) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 30000
(432520) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 20000
(432570) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 10000
(432610) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
